quarter,industry1,industry2,occupation1,job_vacancy_rate
"1999-Q1","services","transport, storage and communications","clerical, sales and services workers","3.9"
"1999-Q1","services","transport, storage and communications","production and transport operators, cleaners and labourers","1.1"
"1999-Q1","services","financial intermediation","total","0.9"
"1999-Q1","services","financial intermediation","professional, managers, executive and technicians","1.2"
"1999-Q1","services","financial intermediation","clerical, sales and services workers","0.6"
"1999-Q1","services","financial intermediation","production and transport operators, cleaners and labourers","-"
"1999-Q1","services","business and real estate services","total","2.1"
"1999-Q1","services","business and real estate services","professional, managers, executive and technicians","1.9"
"1999-Q1","services","business and real estate services","clerical, sales and services workers","2.6"
"1999-Q1","services","business and real estate services","production and transport operators, cleaners and labourers","1.9"
"1999-Q1","services","community, social and personal services","total","3"
"1999-Q1","services","community, social and personal services","professional, managers, executive and technicians","2.9"
"1999-Q1","services","community, social and personal services","clerical, sales and services workers","3.5"
"1999-Q1","services","community, social and personal services","production and transport operators, cleaners and labourers","1.9"
"1999-Q1","others","others","total","-"
"1999-Q1","others","others","professional, managers, executive and technicians","-"
"1999-Q1","others","others","clerical, sales and services workers","-"
"1999-Q1","others","others","production and transport operators, cleaners and labourers","-"
"1999-Q2","total","total","total","2"
"1999-Q2","total","total","professional, managers, executive and technicians","2.4"
"1999-Q2","total","total","clerical, sales and services workers","2.4"
"1999-Q2","total","total","production and transport operators, cleaners and labourers","1.5"
"1999-Q2","manufacturing","food, beverages and tobacco","total","0.6"
"1999-Q2","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","-"
"1999-Q2","manufacturing","food, beverages and tobacco","clerical, sales and services workers","1"
"1999-Q2","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","-"
"1999-Q2","manufacturing","textile and wearing apparel","total","2.7"
"1999-Q2","manufacturing","textile and wearing apparel","professional, managers, executive and technicians","-"
"1999-Q2","manufacturing","textile and wearing apparel","clerical, sales and services workers","-"
"1999-Q2","manufacturing","textile and wearing apparel","production and transport operators, cleaners and labourers","2.7"
"1999-Q2","manufacturing","paper products and publishing","total","3"
"1999-Q2","manufacturing","paper products and publishing","professional, managers, executive and technicians","3.9"
"1999-Q2","manufacturing","paper products and publishing","clerical, sales and services workers","3.3"
"1999-Q2","manufacturing","paper products and publishing","production and transport operators, cleaners and labourers","2.6"
"1999-Q2","manufacturing","petroleum and chemical products","total","1.7"
"1999-Q2","manufacturing","petroleum and chemical products","professional, managers, executive and technicians","2.1"
"1999-Q2","manufacturing","petroleum and chemical products","clerical, sales and services workers","-"
"1999-Q2","manufacturing","petroleum and chemical products","production and transport operators, cleaners and labourers","1.7"
"1999-Q2","manufacturing","rubber and plastic products","total","2.6"
"1999-Q2","manufacturing","rubber and plastic products","professional, managers, executive and technicians","3.1"
"1999-Q2","manufacturing","rubber and plastic products","clerical, sales and services workers","3.8"
"1999-Q2","manufacturing","rubber and plastic products","production and transport operators, cleaners and labourers","2.2"
"1999-Q2","manufacturing","fabricated metal products","total","2.2"
"1999-Q2","manufacturing","fabricated metal products","professional, managers, executive and technicians","2"
"1999-Q2","manufacturing","fabricated metal products","clerical, sales and services workers","3.3"
"1999-Q2","manufacturing","fabricated metal products","production and transport operators, cleaners and labourers","2.1"
"1999-Q2","manufacturing","machinery and equipment","total","1.9"
"1999-Q2","manufacturing","machinery and equipment","professional, managers, executive and technicians","2.3"
"1999-Q2","manufacturing","machinery and equipment","clerical, sales and services workers","-"
"1999-Q2","manufacturing","machinery and equipment","production and transport operators, cleaners and labourers","1.9"
"1999-Q2","manufacturing","electrical products","total","1.1"
"1999-Q2","manufacturing","electrical products","professional, managers, executive and technicians","-"
"1999-Q2","manufacturing","electrical products","clerical, sales and services workers","-"
"1999-Q2","manufacturing","electrical products","production and transport operators, cleaners and labourers","1.2"
"1999-Q2","manufacturing","electronic products","total","1.9"
"1999-Q2","manufacturing","electronic products","professional, managers, executive and technicians","2.7"
"1999-Q2","manufacturing","electronic products","clerical, sales and services workers","1.7"
"1999-Q2","manufacturing","electronic products","production and transport operators, cleaners and labourers","1.6"
"1999-Q2","manufacturing","medical and precision instruments","total","1.9"
"1999-Q2","manufacturing","medical and precision instruments","professional, managers, executive and technicians","2.3"
"1999-Q2","manufacturing","medical and precision instruments","clerical, sales and services workers","-"
"1999-Q2","manufacturing","medical and precision instruments","production and transport operators, cleaners and labourers","1.8"
"1999-Q2","manufacturing","transport equipment","total","1.5"
"1999-Q2","manufacturing","transport equipment","professional, managers, executive and technicians","2"
